kit_id_anonymized,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,cluster
0af9358af87b93e690a51ae69ef40751,0.1175915167477473,-0.2985931323186481,-0.8955085806252686,0.6225211064182722,-0.8292238632460708,0.8539055495269541,-0.1897883183065547,-0.2298140608918757,-0.5476260414293446,-0.2569286126519164,-0.1111897635708682,-0.1510794179571046,-0.1614701217856049,-0.1907089060434547,0.9224878442821658,-0.163486944360324,-0.1234968610756049,-0.0506517141421767,-0.1586175872752796,-0.3716919390873522,-0.4655481279748005,1.2141225077719282,0.1969600794130668,-0.2436330190679868,0.8763408365274807,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7d6c5eff76f80c6458409fa555adaeb6,-1.1851639384576302,-0.2045915906627775,0.7087232758374825,-0.9383218472276148,0.7557622886522529,0.5812463429523681,-0.1897883183065547,-0.1422370277742948,-0.3399193786341234,1.702793678610365,-0.1296220678948875,-0.184226427446169,-0.1614701217856049,0.2861272813164167,-0.4070127646571934,-0.163486944360324,-0.1234968610756049,-0.0506517141421767,2.6216510914544298,0.8023877367080877,-0.477777871951615,0.0063193966053255,0.2274656956308287,-0.2436330190679868,-0.5607634102640779,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
dcec15c81619253465b8038f186aeb50,0.1175915167477473,1.205431534175282,-0.6770458505435861,0.6670432131936722,1.1712669270398988,0.011647982517276,-0.1897883183065547,-0.2647245219685015,-0.5585153674840222,-0.2653697524581059,-0.1296220678948875,-0.184226427446169,-0.1614701217856049,0.4679702409545882,0.7301763264169597,-0.163486944360324,-0.1234968610756049,-0.0506517141421767,-0.1586175872752796,-0.2436265862082316,0.4311330346404318,-0.5169733056450484,-0.3673269578095854,-0.2436330190679868,0.5714929148451904,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
e1a6d87fb8fc387966c45ccc44009d5d,1.4203469719531248,-2.178623965436061,-0.7586187054984217,0.6453425004557706,-0.1202021468630717,0.9581954352048252,-0.1897883183065547,-0.2647245219685015,-0.2856370387513728,-0.2653697524581059,-0.1296220678948875,-0.184226427446169,-0.1614701217856049,-0.2194343930719601,0.8160237516818442,-0.163486944360324,-0.1234968610756049,-0.0506517141421767,-0.1586175872752796,5.632074321124686,-0.3484422011831419,0.2912538892384684,-0.1254092289879253,-0.2129251972077811,0.9381618506671138,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
9c57295e1820a43dbc4486f936900b60,0.1175915167477473,0.0774130343048343,-0.2959131512842149,0.6580015176314408,1.6897279402363956,-1.7666609621916642,-0.1897883183065547,-0.2647245219685015,-0.5585153674840222,-0.2653697524581059,-0.1296220678948875,6.807312210965772,-0.1614701217856049,-0.2083164454634733,-2.035028528045748,-0.163486944360324,-0.1234968610756049,-0.0506517141421767,-0.1094409357520277,-0.2423726631203348,0.2579989628871837,-1.1280209121147455,2.895846747480083,-0.2436330190679868,-0.1597021334536744,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
dcc9ff9dd54e4f36b3be36b1ee245f58,0.1175915167477473,-0.6745992989421307,0.7204660753153532,0.5246805540807502,0.7170435644842016,-0.0169276959502225,0.3342786711584976,0.0067907920740011,4.217192805334266,-0.2556959582849652,-0.1296220678948875,-0.184226427446169,-0.1614701217856049,-0.0947057054387073,-1.539971068496057,-0.163486944360324,-0.1234968610756049,-0.0506517141421767,-0.1586175872752796,-0.2480232385696552,1.7545163371302956,-0.0605722042156993,-0.2982785092143489,-0.2436330190679868,0.438908210395452,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
390cd2c03517dba450d3acd2e3b05a6c,0.1175915167477473,1.0174284508635407,-0.0651752041948943,-2.3501320040459497,-0.7480765343937618,0.9374619837802052,-0.1897883183065547,-0.2647245219685015,-0.4257744412806172,4.700482522179279,-0.1296220678948875,-0.184226427446169,-0.1614701217856049,1.538294122113594,-1.2642975354470272,-0.163486944360324,-0.1234968610756049,-0.0506517141421767,-0.1586175872752796,-0.3832015812849587,-0.2237520012153932,1.1751888241182396,-0.1712655260758412,-0.2436330190679868,-1.6153813244395363,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
306c669e3e23983e670464de8aa61b94,0.1175915167477473,0.171414575960705,-0.9284755105197198,0.649963034098833,-1.1746523380351803,-1.0869412864049353,-0.1897883183065547,-0.2465569634203884,-0.5429314049388758,-0.2653697524581059,-0.1296220678948875,-0.184226427446169,-0.1614701217856049,-0.2194343930719601,0.9326842123759164,-0.163486944360324,-0.1234968610756049,-0.0506517141421767,-0.1586175872752796,-0.3832015812849587,-0.477777871951615,-1.3289633583787452,-0.3673269578095854,-0.2436330190679868,0.1100148812715065,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bf78c124daf0e6750e38c5a85b26cfba,-1.1851639384576302,-1.1446070072214838,-0.6669421528724196,0.4790861088532973,0.6563640015294454,0.8443638962428698,-0.1897883183065547,-0.2647245219685015,7.782408825794511,-0.2653697524581059,-0.1296220678948875,-0.184226427446169,-0.1614701217856049,-0.2194343930719601,-2.055490143722751,-0.163486944360324,-0.1234968610756049,-0.0506517141421767,-0.1586175872752796,-0.066569796618688,-0.2937722224436834,-0.5424016830458173,-0.3379721825513579,-0.2436330190679868,0.750589095023975,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
82b1ce77a6fb4874a2849b1f30eb9059,0.1175915167477473,-0.6745992989421307,0.8708373499622859,-2.780519392977256,-1.1746523380351803,-1.0869412864049353,-0.0296076923322133,0.1450024888734837,-0.3904326645397513,4.18234467533313,-0.1296220678948875,-0.184226427446169,-0.1614701217856049,-0.2194343930719601,-1.4444564753352485,0.3602661646750768,-0.1234968610756049,-0.0506517141421767,-0.1586175872752796,-0.3832015812849587,-0.477777871951615,-1.3289633583787452,-0.3673269578095854,-0.2436330190679868,-2.8046976817947726,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
71b0ac559bc9e5a7c6c7a8a01e72827b,0.1175915167477473,1.6754392424546352,0.001910497849272,-0.5850310636208069,-1.1177822492305445,1.023109697818886,-0.1897883183065547,-0.2647245219685015,-0.2027534193867776,1.550495868981718,-0.1296220678948875,-0.184226427446169,-0.1614701217856049,-0.2194343930719601,0.0024948212842655,-0.0055765536279411,-0.1234968610756049,-0.0506517141421767,-0.1586175872752796,-0.3832015812849587,-0.4661563976252845,1.3429833177514974,-0.3673269578095854,-0.2436330190679868,-0.0808155332606713,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
451448840d63ba61064fbe8943cc1129,0.1175915167477473,1.957443867422247,-0.186959952052449,0.4130746183843239,1.6910078069620196,-2.729335482526306,0.0198831073152845,-0.0854784142620797,-0.3655120242489559,-0.2653697524581059,-0.1296220678948875,-0.184226427446169,-0.1614701217856049,-0.2194343930719601,0.588386433621408,-0.1561627388142132,-0.1234968610756049,-0.0506517141421767,-0.1586175872752796,-0.3456757292584303,-0.477777871951615,-1.2419615831902195,-0.3673269578095854,-0.2436330190679868,-0.7594728340242659,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4bfc108259f38b3558b34606d8c46a3d,-1.1851639384576302,-0.3925946739745188,-0.4390083498124239,0.5564698222987311,0.3364742442023997,0.8035147211794194,-0.1897883183065547,-0.2647245219685015,0.5307513827956568,-0.1905372798875618,-0.1296220678948875,-0.184226427446169,-0.1614701217856049,0.0034626576994524,0.5032141062339933,-0.163486944360324,-0.1234968610756049,-0.0506517141421767,-0.1586175872752796,-0.3478541011796162,0.8620143612793482,0.4122463258329017,-0.0511855742160652,-0.2436330190679868,0.799718573297628,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
d2dcf99a543100f1e404b8eb45785502,1.4203469719531248,-0.5805977572862601,2.636991020935946,-1.2627850489444288,0.6839150637783703,-1.3918774093538038,-0.1897883183065547,-0.2647245219685015,-0.4584271720830167,-0.2653697524581059,-0.1296220678948875,-0.184226427446169,-0.1614701217856049,-0.0246695173003332,-1.0740137477259932,-0.163486944360324,-0.1234968610756049,1.451475107707433,-0.1586175872752796,-0.3832015812849587,-0.3468214086248984,-0.6745189506014861,-0.1744470417166495,6.4391378200577885,-1.6392178882239137,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
a0bc0b77197c3b4877044f1209f0ebbe,0.1175915167477473,-1.8026177988125784,-0.909427097911424,0.658888540921132,-1.0006818736031045,1.0176592248645675,-0.1897883183065547,-0.2212818583109342,-0.4080354466680191,-0.2653697524581059,-0.1296220678948875,-0.184226427446169,-0.1614701217856049,-0.2194343930719601,0.9118821915524162,-0.163486944360324,-0.1234968610756049,-0.0506517141421767,-0.1586175872752796,-0.2164077625849456,-0.4636866268748403,1.2995072252039837,-0.3673269578095854,-0.2436330190679868,0.9738643590728214,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
da3f360b6c1082abbc1f6f208a52ef08,0.1175915167477473,-0.1105900490069069,2.058645139104067,-0.9077200319866768,0.1167359111224868,-1.4117589939190345,-0.1897883183065547,1.4251671115807265,0.2388539181185237,-0.2653697524581059,-0.1296220678948875,-0.184226427446169,-0.1614701217856049,-0.2194343930719601,-1.6749985553097069,-0.163486944360324,-0.1234968610756049,-0.0506517141421767,-0.1586175872752796,-0.3832015812849587,0.5875162781416886,-1.2543447490696034,0.078620955611642,-0.2436330190679868,-1.3456254781151191,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
d77d6cf4349b152eb370bd98d77a0449,0.1175915167477473,0.6414222842400581,-0.5566369113715478,0.5593044136031208,0.6480526839610312,0.1552752848602225,-0.1542746595600345,-0.2647245219685015,-0.1397538092086538,-0.2653697524581059,-0.1271334063685463,-0.184226427446169,-0.1614701217856049,-0.2194343930719601,0.7245071682944152,-0.1436232072465402,-0.1234968610756049,-0.0506517141421767,-0.1586175872752796,1.8542860478734724,-0.477777871951615,0.1666201129483159,0.813716485617173,-0.2436330190679868,0.53838793969333,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5716af7fdcf244f2f82d75772b406ff3,-1.1851639384576302,0.3594176592724462,0.8392833437817451,-3.055943751758095,1.4577149867496988,-0.2406706316335969,-0.1449771271278321,-0.2647245219685015,-0.4698699961718344,4.392810867270825,-0.1296220678948875,-0.184226427446169,-0.1614701217856049,-0.2194343930719601,-1.7358418812377208,-0.163486944360324,-0.0979099496870723,0.2405546788736413,-0.1586175872752796,-0.2049063799207748,0.2378972861734532,-0.6851330290321969,-0.1312684886384946,-0.2436330190679868,-2.694403329535992,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
04edf4dc26be7c556123557410403718,0.1175915167477473,-1.7086162571567076,-0.9129447048682352,0.6331974780041562,-1.1746523380351803,-1.0869412864049353,-0.1784289240122981,-0.2498557841678422,-0.5454353021313328,-0.2653697524581059,-0.1296220678948875,-0.184226427446169,-0.1614701217856049,-0.1171270026488207,0.9278938476193596,-0.163486944360324,-0.1234968610756049,-0.0506517141421767,-0.1586175872752796,-0.3832015812849587,-0.477777871951615,-1.3289633583787452,-0.3673269578095854,-0.2436330190679868,0.0957700110485163,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1fcca47d4f658cf55b06e7a361d82ecf,-1.1851639384576302,-1.5206131738449664,-0.2582627609398145,0.5024146104002803,1.5368245661161677,-0.8367758569668302,-0.1646924168456467,-0.2647245219685015,-0.1669826936492751,-0.2653697524581059,-0.1296220678948875,-0.184226427446169,-0.1614701217856049,-0.2194343930719601,0.5632840318515163,-0.163486944360324,-0.1234968610756049,-0.0506517141421767,-0.1586175872752796,-0.2868145765493668,-0.1534453886618755,-0.5597058434235352,-0.3673269578095854,-0.2436330190679868,0.086431124679525,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6ccdc65d8651bd4855a5454eecef7819,0.1175915167477473,-1.7086162571567076,-0.786235232038459,0.5586209764589748,0.4999946579009379,0.3682437480633099,0.08325251742904,-0.2647245219685015,-0.4950944812128619,-0.2653697524581059,-0.1296220678948875,-0.184226427446169,-0.1614701217856049,-0.2194343930719601,0.8610584097867522,-0.163486944360324,-0.1234968610756049,-0.0506517141421767,-0.1586175872752796,-0.3515933171864454,-0.477777871951615,-1.055738555175379,-0.3673269578095854,-0.2436330190679868,0.6244544063730071,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0540cd8177c9bdba421fbe2973e93872,1.4203469719531248,-0.0165885073510362,2.1497356248492308,-0.7608197691738247,2.0526257515245705,-0.3534796698536914,-0.0104035509603194,-0.2647245219685015,0.0444011690028856,-0.2580857831041704,-0.1296220678948875,-0.184226427446169,-0.1614701217856049,-0.2194343930719601,-0.8244148076889221,0.5637436630463379,-0.1234968610756049,-0.0506517141421767,-0.1586175872752796,-0.3761602312939034,0.5330250771483809,-0.8310505213928667,0.0335144299191686,-0.2436330190679868,-0.7902459676623358,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
